christmas,4852.44043694139
adult standards,4804.39695868052
lounge,4583.30649766103
cabaret,3873.42194410554
easy listening,3334.28034639634
swing,3140.05504088504
vocal jazz,3075.25018521841
jazz christmas,2955.26443023265
big band,1622.16027898028
deep adult standards,1201.19076043188
british dance band,484.760500678024
jazz blues,475.509336349925
new orleans jazz,290.545454545455
cowboy western,283.751651742476
boy band,245.78373015873
western swing,224.667168983856
tin pan alley,203
exotica,193.172619047619
jump blues,184.606442577031
traditional country,164.556057872745
traditional swing,158.5
nashville sound,148.556057872745
country gospel,140.556057872745
country christmas,131.477596334283
boogie woogie,119
jazz orchestra,102
dixieland,75.0454545454545
vintage western,69.0454545454545
vintage jazz,64.8738418444301
vintage swing,63.2844827586207
stride,60
movie tunes,42.125
light music,37.7111111111111
jazz,30.1983516483516
cool jazz,29.1983516483516
doo wop,20
ragtime,16
show tunes,16
deep vocal jazz,14.1421568627451
outlaw country,15.1064425770308
samba,16
velha guarda,16
honky tonk,14.1064425770308
children s christmas,8.03846153846154
piano blues,8
folk christmas,7.11011904761905
comic,5.04545454545455
deep pop emo,6
louisiana blues,3
traditional blues,3
blues,3
deep opera,3
piedmont blues,3
bebop,3
swamp blues,3
texas blues,3
delta blues,3
chicago blues,3
acoustic blues,3
country blues,3
memphis blues,3
new orleans blues,3
deep motown,3.10263157894737
bossa nova,2
gospel,2
choro,2
christian christmas,2
deep free jazz,2
bluegrass,2
mpb,1
brazilian composition,1
contemporary post bop,1
hard bop,1
rhythm and boogie,1
brazilian pop music,1
jazz funk,1
